case_number,unit_ref,unit_build_year,case_status,case_type,case_sub_type,case_create_date
Case41534,Unit5293,1937,Resolved,Direct Maintenance,Follow on,21/11/2019 14:52
Case41535,Unit890,1995,Resolved,Direct Maintenance,Further Information Required,21/11/2019 15:03
Case41536,Unit1695,1910,Resolved,Income,Refund Enquiry,21/11/2019 15:03
Case41537,Unit586,1960,Resolved,Query,,21/11/2019 15:07
Case41538,Unit7348,1991,Resolved,Direct Maintenance,Follow on,21/11/2019 15:09
Case41539,Unit6600,2002,Resolved,Income,Account Enquiry,21/11/2019 15:11
Case41540,Unit1455,2013,Resolved,Income,Refund Enquiry,21/11/2019 15:19
Case41541,Unit9567,1935,Resolved,Query,,21/11/2019 15:20
Case41542,Unit5658,1899,Resolved,Direct Maintenance,Follow on,21/11/2019 15:31
Case41543,Unit1529,2006,Resolved,Query,,21/11/2019 15:37
Case41544,Unit5089,1993,Resolved,Direct Maintenance,Follow on,21/11/2019 15:38
Case41545,Unit5999,2010,Resolved,Query,,21/11/2019 15:38
Case41546,Unit845,2013,Resolved,Query,,21/11/2019 15:40
Case41547,Unit5089,1993,Resolved,Complaints,,21/11/2019 15:44
Case41548,Unit7406,2014,Resolved,Query,,21/11/2019 15:49
Case41549,Unit9697,1999,Resolved,Query,,21/11/2019 16:05
Case41550,Unit2936,1920,Resolved,Direct Maintenance,Supervisor Inspection,21/11/2019 16:19
Case41551,Unit1444,1900,Resolved,Complaints,,21/11/2019 16:19
Case41552,Unit6874,2009,Resolved,Query,,21/11/2019 16:20
Case41553,Unit4467,1970,Resolved,Query,,21/11/2019 16:25
Case41554,Unit3570,2003,Resolved,ASB,,21/11/2019 16:31
Case41555,Unit2711,2016,Resolved,Query,,21/11/2019 16:38
Case41556,Unit8097,1890,Resolved,Query,,21/11/2019 16:39
Case41557,Unit954,2004,Resolved,Query,,21/11/2019 16:43
Case41558,Unit3459,2008,Resolved,Direct Maintenance,Follow on,21/11/2019 16:50
Case41559,Unit9553,2016,Resolved,ASB,,21/11/2019 17:08
Case41560,Unit3650,1993,Resolved,Query,,21/11/2019 17:09
Case41561,Unit6521,1910,Resolved,No Access,Gas,22/11/2019 07:00
Case41562,Unit5482,1910,Resolved,No Access,Gas,22/11/2019 07:00
Case41563,Unit8010,2010,Resolved,Income,Service Charge Query,22/11/2019 07:45
Case41564,Unit3508,1993,Resolved,Income,Refund Enquiry,22/11/2019 08:02
Case41565,Unit3471,2011,Resolved,Income,Direct Debit Enquiry,22/11/2019 08:17
Case41566,Unit5278,1960,Resolved,Income,Direct Debit Enquiry,22/11/2019 08:19
Case41567,Unit7952,1988,Resolved,Income,Direct Debit Enquiry,22/11/2019 08:29
Case41568,Unit1623,2013,Resolved,Income,Refund Enquiry,22/11/2019 08:38
Case41569,Unit2335,1880,Resolved,Query,,22/11/2019 08:41
Case41570,Unit653,,Resolved,Direct Maintenance,Damp & Mould,22/11/2019 08:41
Case41571,Unit7667,1926,Resolved,Income,Refund Enquiry,22/11/2019 09:06
Case41572,Unit2334,1989,Resolved,Complaints,,22/11/2019 09:23
Case41573,Unit8905,2006,Resolved,Income,Refund Enquiry,22/11/2019 09:24
Case41574,Unit3680,2012,Resolved,Rehousing,Emergency,22/11/2019 09:27
Case41575,Unit4495,1890,Resolved,Direct Maintenance,Follow on,22/11/2019 09:30
Case41576,Unit6880,2011,Resolved,Query,,22/11/2019 09:37
Case41577,Unit9519,1994,Resolved,Direct Maintenance,Follow on,22/11/2019 09:38
Case41578,Unit6173,1993,Resolved,Query,,22/11/2019 09:51
Case41579,Unit3577,1956,Resolved,Query,,22/11/2019 10:16
Case41580,Unit3026,,Resolved,Income,Refund Enquiry,22/11/2019 10:26
Case41581,Unit8432,2010,Resolved,Income,Payment Enquiry,22/11/2019 10:30
Case41582,Unit5363,2005,Resolved,Direct Maintenance,Complex Repairs,22/11/2019 10:38
Case41583,Unit7626,2012,Resolved,Query,,22/11/2019 10:44
Case41584,Unit2807,1955,Resolved,Direct Maintenance,Complex Repairs,22/11/2019 10:44
Case41585,Unit9697,1999,Resolved,ASB,,22/11/2019 10:47
Case41586,Unit990,1910,Resolved,Query,,22/11/2019 10:47
Case41587,Unit3049,2009,Resolved,Service Charges,Invoice/Breakdown Request,22/11/2019 10:56
Case41588,Unit5381,2014,Resolved,Query,,22/11/2019 10:56
Case41589,Unit8069,1992,Resolved,Query,,22/11/2019 11:00
Case41590,Unit6030,1997,Resolved,Query,,22/11/2019 11:08
Case41591,Unit5169,1970,Resolved,Income,Account Enquiry,22/11/2019 11:10
Case41592,Unit2038,1992,Resolved,Query,,22/11/2019 11:29
Case41593,Unit5421,2007,Resolved,Income,Account Enquiry,22/11/2019 11:37
Case41594,Unit8213,2008,Resolved,Direct Maintenance,Follow on,22/11/2019 11:42
Case41595,Unit6543,1983,Resolved,Query,,22/11/2019 11:48
Case41596,Unit279,1910,Resolved,Complaints,,22/11/2019 11:50
Case41597,Unit212,1935,Resolved,Query,,22/11/2019 11:52
Case41598,Unit6333,1993,Resolved,Query,,22/11/2019 11:53
Case41599,Unit9827,1900,Resolved,Complaints,,22/11/2019 12:01
Case41600,Unit3727,1989,Resolved,Direct Maintenance,Follow on,22/11/2019 12:08
Case41601,Unit918,2012,Resolved,Complaints,,22/11/2019 12:30
Case41602,Unit4196,,Resolved,Query,,22/11/2019 12:39
Case41603,Unit2773,1985,Resolved,Query,,22/11/2019 12:56
Case41604,Unit9802,,Resolved,Income,Contact Details Enquiry,22/11/2019 13:00
Case41605,Unit3312,1987,Resolved,Query,,22/11/2019 13:38
Case41606,Unit2077,2006,Active,Rehousing,Permanent,22/11/2019 13:39
Case41607,Unit3312,1987,Resolved,Query,,22/11/2019 13:42
Case41608,Unit2591,1900,Resolved,Complaints,,22/11/2019 13:44
Case41609,Unit6333,1993,Resolved,Query,,22/11/2019 13:47
Case41610,Unit4485,2013,Resolved,Query,,22/11/2019 13:51
Case41611,Unit6715,,Resolved,Income,Direct Debit Enquiry,22/11/2019 14:00
Case41612,Unit3281,2010,Resolved,Direct Maintenance,Supervisor Inspection,22/11/2019 14:01
Case41613,Unit9977,1980,Resolved,Query,,22/11/2019 14:06
Case41614,Unit7355,1999,Resolved,Direct Maintenance,Further Information Required,22/11/2019 14:09
Case41615,Unit182,1960,Resolved,Query,,22/11/2019 14:33
Case41616,Unit682,1993,Resolved,Query,,22/11/2019 14:52
Case41617,Unit619,1910,Resolved,Query,,22/11/2019 14:54
Case41618,Unit682,1993,Resolved,Query,,22/11/2019 15:00
Case41619,Unit5382,2016,Resolved,Query,,22/11/2019 15:11
Case41620,Unit2497,1994,Resolved,Income,Refund Enquiry,22/11/2019 15:23
Case41621,Unit4834,1947,Resolved,Query,,22/11/2019 15:25
Case41622,Unit8883,,Resolved,Home Ownership,Staircasing,22/11/2019 15:38
Case41623,Unit1756,2004,Resolved,No Access,Gas,22/11/2019 15:40
Case41624,Unit7572,2007,Resolved,Direct Maintenance,Follow on,22/11/2019 15:40
Case41625,Unit4834,1947,Resolved,Direct Maintenance,Supervisor Inspection,22/11/2019 15:48
Case41626,Unit7880,2016,Resolved,Query,,22/11/2019 15:53
Case41627,Unit8689,1900,Resolved,Direct Maintenance,Follow on,22/11/2019 16:01
Case41628,Unit5491,1884,Resolved,No Access,Gas,22/11/2019 16:18
Case41629,Unit778,1935,Resolved,Query,,22/11/2019 16:20
Case41630,Unit6898,1890,Resolved,Income,Account Enquiry,22/11/2019 16:54
Case41631,Unit8321,2011,Resolved,Query,,22/11/2019 17:15
Case41632,Unit2289,2006,Resolved,Complaints,,22/11/2019 17:18
Case41633,Unit2885,2006,Resolved,Direct Maintenance,Follow on,22/11/2019 17:21
Case41634,Unit4917,1965,Resolved,Query,,22/11/2019 17:42
Case41635,Unit873,1993,Resolved,Direct Maintenance,Further Information Required,22/11/2019 17:49
Case41636,Unit8000,2016,Resolved,Query,,22/11/2019 20:48
Case41637,Unit5237,2001,Resolved,Query,,23/11/2019 12:25
Case41638,Unit2591,1900,Resolved,Direct Maintenance,Complex Repairs,23/11/2019 19:58
Case41639,Unit8627,1890,Resolved,No Access,Gas,25/11/2019 07:00
Case41640,Unit9916,1998,Resolved,No Access,Gas,25/11/2019 07:00
Case41641,Unit4858,1993,Resolved,No Access,Gas,25/11/2019 07:00
Case41642,Unit9700,1995,Resolved,No Access,Gas,25/11/2019 07:00
Case41643,Unit1574,1994,Resolved,No Access,Gas,25/11/2019 07:00
Case41644,Unit6098,1990,Resolved,No Access,Gas,25/11/2019 07:00
Case41645,Unit1781,1910,Resolved,No Access,Gas,25/11/2019 07:00
Case41646,Unit840,2003,Resolved,Direct Maintenance,Damp & Mould,25/11/2019 08:48
Case41647,Unit5143,2013,Resolved,Query,,25/11/2019 09:15
Case41648,Unit8874,,Resolved,Home Ownership,Landlord Enquiry,25/11/2019 09:25
Case41649,Unit7720,1937,Resolved,Income,Refund Enquiry,25/11/2019 09:35
Case41650,Unit5338,2015,Resolved,Query,,25/11/2019 09:47
Case41651,Unit1408,1966,Resolved,Query,,25/11/2019 09:49
Case41652,Unit6661,1984,Resolved,Query,,25/11/2019 09:59
Case41653,Unit30,1900,Resolved,Query,,25/11/2019 10:02
Case41654,Unit662,1890,Resolved,Direct Maintenance,Follow on,25/11/2019 10:27
Case41655,Unit8017,1995,Resolved,Direct Maintenance,Follow on,25/11/2019 10:27
Case41656,Unit115,1969,Resolved,Complaints,,25/11/2019 10:33
Case41657,Unit9553,2016,Resolved,Query,,25/11/2019 10:38
Case41658,Unit1247,1996,Resolved,Query,,25/11/2019 10:40
Case41659,Unit7010,1890,Resolved,Query,,25/11/2019 10:48
Case41660,Unit901,1975,Resolved,Direct Maintenance,Damp & Mould,25/11/2019 10:54
Case41661,Unit1493,1993,Resolved,Direct Maintenance,Follow on,25/11/2019 10:57
Case41662,Unit7822,2013,Resolved,Query,,25/11/2019 11:00
Case41663,Unit4834,1947,Resolved,Direct Maintenance,Follow on,25/11/2019 11:07
Case41664,Unit31,2009,Resolved,Complaints,,25/11/2019 11:17
Case41665,Unit9004,1890,Resolved,Direct Maintenance,Further Information Required,25/11/2019 11:17
Case41666,Unit546,1900,Resolved,Direct Maintenance,Damp & Mould,25/11/2019 11:25
Case41667,Unit5782,1910,Resolved,Query,,25/11/2019 11:30
Case41668,Unit3815,1979,Resolved,Service Charges,Calculation/Apportionment Query,25/11/2019 11:42
Case41669,Unit7245,1992,Resolved,Service Charges,Calculation/Apportionment Query,25/11/2019 11:47
Case41670,Unit6797,1900,Resolved,Query,,25/11/2019 11:48
Case41671,Unit7436,,Resolved,Service Charges,Calculation/Apportionment Query,25/11/2019 11:50
Case41672,Unit4457,1989,Resolved,Direct Maintenance,Further Information Required,25/11/2019 12:17
Case41673,Unit5897,1996,Resolved,Complaints,,25/11/2019 12:21
Case41674,Unit4616,2014,Resolved,Query,,25/11/2019 12:32
Case41675,Unit4350,1980,Resolved,Query,,25/11/2019 12:33
Case41676,Unit9309,1997,Resolved,Query,,25/11/2019 12:39
Case41677,Unit4781,1994,Resolved,Query,,25/11/2019 12:41
Case41678,Unit516,1982,Resolved,Complaints,,25/11/2019 12:49
Case41679,Unit9387,2005,Resolved,Query,,25/11/2019 13:06
Case41680,Unit5359,2002,Resolved,Query,,25/11/2019 13:14
Case41681,Unit9315,1900,Resolved,Query,,25/11/2019 13:19
Case41682,Unit2777,2016,Resolved,Home Ownership,Section 20,25/11/2019 13:37
Case41683,Unit6794,2019,Resolved,Query,,25/11/2019 13:43
Case41684,Unit9873,1970,Resolved,Complaints,,25/11/2019 13:47
Case41685,Unit2698,1992,Resolved,Query,,25/11/2019 13:47
Case41686,Unit9406,1899,Resolved,Query,,25/11/2019 13:52
Case41687,Unit2679,1997,Resolved,Query,,25/11/2019 13:53
Case41688,Unit2900,1996,Resolved,Direct Maintenance,Follow on,25/11/2019 14:09
Case41689,Unit9966,2007,Resolved,Complaints,,25/11/2019 14:17
Case41690,Unit8566,1962,Resolved,Disrepair,Legal Disrepair,25/11/2019 14:21
Case41691,Unit2843,1986,Resolved,Direct Maintenance,Follow on,25/11/2019 14:23
Case41692,Unit2099,1900,Resolved,Query,,25/11/2019 14:24
Case41693,Unit6544,,Resolved,Income,Payment Enquiry,25/11/2019 14:33
Case41694,Unit5277,2008,Resolved,Home Ownership,Landlord Enquiry,25/11/2019 14:33
Case41695,Unit9730,1910,Resolved,Complaints,,25/11/2019 14:44
Case41696,Unit9730,1910,Resolved,Query,,25/11/2019 14:55
Case41697,Unit9730,1910,Resolved,Query,,25/11/2019 15:00
Case41698,Unit5295,1977,Resolved,Query,,25/11/2019 15:03
Case41699,Unit8743,,Resolved,Income,Payment Enquiry,25/11/2019 15:04
Case41700,Unit3819,2002,Resolved,Service Charges,Calculation/Apportionment Query,25/11/2019 15:07
Case41701,Unit5338,2015,Resolved,Query,,25/11/2019 15:11
Case41702,Unit2871,1890,Resolved,Complaints,,25/11/2019 15:19
Case41703,Unit1153,2006,Active,Home Ownership,Home Improvement,25/11/2019 15:21
Case41704,Unit2756,1977,Resolved,ASB,,25/11/2019 15:28
Case41705,Unit8886,2008,Resolved,Query,,25/11/2019 15:41
Case41706,Unit2095,1900,Resolved,Tenancy Change,,25/11/2019 16:00
Case41707,Unit4245,1989,Resolved,Tenancy Change,,25/11/2019 16:02
Case41708,Unit3419,,Resolved,Home Ownership,Resales,25/11/2019 16:15
Case41709,Unit37,2005,Resolved,Query,,25/11/2019 16:29
Case41710,Unit4260,2012,Resolved,Income,Account Enquiry,25/11/2019 16:49
Case41711,Unit1364,1993,Resolved,Query,,25/11/2019 16:57
Case41712,Unit6269,2008,Resolved,Query,,25/11/2019 16:58
Case41713,Unit967,1989,Resolved,ASB,,25/11/2019 16:59
Case41714,Unit8938,2018,Resolved,ASB,,25/11/2019 17:05
Case41715,Unit1446,2006,Resolved,Query,,25/11/2019 17:08
Case41716,Unit9525,2009,Resolved,Direct Maintenance,Follow on,25/11/2019 17:20
Case41717,Unit4660,1999,Resolved,Direct Maintenance,Follow on,25/11/2019 17:31
Case41718,Unit1056,1993,Resolved,No Access,Gas,26/11/2019 07:00
Case41719,Unit2816,2017,Resolved,Query,,26/11/2019 08:34
Case41720,Unit1240,1998,Resolved,Disrepair,Legal Disrepair,26/11/2019 08:59
Case41721,Unit5455,1870,Resolved,Complaints,,26/11/2019 09:10
Case41722,Unit4388,2013,Resolved,Direct Maintenance,Supervisor Inspection,26/11/2019 09:23
Case41723,Unit1697,2001,Resolved,Query,,26/11/2019 09:26
Case41724,Unit267,2003,Resolved,Query,,26/11/2019 09:34
Case41725,Unit9642,2011,Resolved,Query,,26/11/2019 09:37
Case41726,Unit3430,2005,Resolved,Direct Maintenance,Further Information Required,26/11/2019 09:44
Case41727,Unit962,1910,Resolved,Query,,26/11/2019 09:48
Case41728,Unit4664,1899,Resolved,Query,,26/11/2019 09:51
Case41729,Unit7563,2007,Resolved,Query,,26/11/2019 10:00
Case41730,Unit725,2012,Resolved,Direct Maintenance,Follow on,26/11/2019 10:06
Case41731,Unit1489,2002,Resolved,Complaints,,26/11/2019 10:10
Case41732,Unit7011,1992,Resolved,Query,,26/11/2019 10:18
Case41733,Unit1420,2004,Active,Disrepair,Legal Disrepair,26/11/2019 10:34
Case41734,Unit2442,1900,Resolved,Query,,26/11/2019 10:37
Case41735,Unit3993,1988,Resolved,Query,,26/11/2019 10:37
Case41736,Unit1517,1991,Resolved,Income,Payment Enquiry,26/11/2019 10:52
Case41737,Unit9612,1993,Resolved,Query,,26/11/2019 10:55
Case41738,Unit1575,1997,Resolved,Complaints,,26/11/2019 10:58
Case41739,Unit6008,1869,Resolved,Query,,26/11/2019 11:00
Case41740,Unit9612,1993,Resolved,Service Charges,Invoice/Breakdown Request,26/11/2019 11:01
Case41741,Unit5763,,Resolved,Query,,26/11/2019 11:05
Case41742,Unit2344,1997,Resolved,Query,,26/11/2019 11:06
Case41743,Unit8925,2013,Resolved,Service Charges,Calculation/Apportionment Query,26/11/2019 11:08
Case41744,Unit9612,1993,Resolved,Service Charges,Calculation/Apportionment Query,26/11/2019 11:16
Case41745,Unit1653,2013,Resolved,Service Charges,Invoice/Breakdown Request,26/11/2019 11:16
Case41746,Unit3599,1995,Resolved,No Access,Electrical,26/11/2019 11:19
Case41747,Unit7693,1935,Resolved,Query,,26/11/2019 11:24
Case41748,Unit1208,1930,Resolved,Query,,26/11/2019 11:24
Case41749,Unit3644,2006,Resolved,Query,,26/11/2019 11:26
Case41750,Unit3680,2012,Resolved,Complaints,,26/11/2019 11:28
Case41751,Unit9509,2008,Resolved,Home Ownership,Section 20,26/11/2019 11:33
Case41752,Unit6030,1997,Resolved,Query,,26/11/2019 11:44
Case41753,Unit6222,1955,Resolved,Query,,26/11/2019 11:52
Case41754,Unit1543,2014,Resolved,Service Charges,Calculation/Apportionment Query,26/11/2019 11:56
Case41755,Unit1543,2014,Resolved,Service Charges,Calculation/Apportionment Query,26/11/2019 11:57
Case41756,Unit6030,1997,Resolved,Query,,26/11/2019 12:06
Case41757,Unit6137,1986,Resolved,No Access,Gas,26/11/2019 12:06
Case41758,Unit4565,2000,Resolved,Direct Maintenance,Supervisor Inspection,26/11/2019 12:20
Case41759,Unit4834,1947,Resolved,Query,,26/11/2019 12:24
Case41760,Unit4045,1890,Resolved,Direct Maintenance,Follow on,26/11/2019 12:34
Case41761,Unit984,1900,Resolved,Complaints,,26/11/2019 12:46
Case41762,Unit5586,2002,Resolved,Direct Maintenance,Supervisor Inspection,26/11/2019 12:46
Case41763,Unit2035,2014,Resolved,Query,,26/11/2019 12:48
Case41764,Unit6417,2017,Resolved,Home Ownership,Section 20,26/11/2019 13:00
Case41765,Unit3167,2004,Resolved,Query,,26/11/2019 13:01
Case41766,Unit6135,2015,Resolved,Query,,26/11/2019 13:01
Case41767,Unit5586,2002,Resolved,Query,,26/11/2019 13:09
Case41768,Unit655,2013,Resolved,Query,,26/11/2019 13:13
Case41769,Unit4409,2019,Resolved,Complaints,,26/11/2019 13:14
Case41770,Unit5586,2002,Resolved,Complaints,,26/11/2019 13:15
Case41771,Unit5760,1891,Resolved,Query,,26/11/2019 13:20
Case41772,Unit163,1977,Resolved,Query,,26/11/2019 13:22
Case41773,Unit1082,2008,Resolved,Home Ownership,Home Improvement,26/11/2019 13:34
Case41774,Unit1212,1989,Resolved,Query,,26/11/2019 13:35
Case41775,Unit3811,1890,Resolved,Query,,26/11/2019 13:40
Case41776,Unit3270,1996,Resolved,Query,,26/11/2019 13:41
Case41777,Unit6571,,Resolved,Direct Maintenance,Follow on,26/11/2019 14:08
Case41778,Unit2786,1996,Resolved,Complaints,,26/11/2019 14:17
Case41779,Unit3850,,Resolved,Query,,26/11/2019 14:19
Case41780,Unit5947,1890,Resolved,Query,,26/11/2019 14:20
Case41781,Unit3272,2019,Resolved,Income,Payment Enquiry,26/11/2019 14:26
Case41782,Unit2111,1900,Resolved,Complaints,,26/11/2019 14:27
Case41783,Unit1283,2005,Resolved,Service Charges,Cost Dispute - Managing Agent/3rd Party Charges,26/11/2019 14:33
Case41784,Unit1441,1930,Resolved,Direct Maintenance,Follow on,26/11/2019 14:37
Case41785,Unit9878,2007,Resolved,Complaints,,26/11/2019 14:40
Case41786,Unit8410,2016,Resolved,Query,,26/11/2019 14:44
Case41787,Unit5102,1947,Resolved,Query,,26/11/2019 14:47
Case41788,Unit4901,1900,Resolved,Query,,26/11/2019 14:47
Case41789,Unit6243,2018,Resolved,Complaints,,26/11/2019 14:49
Case41790,Unit2291,2018,Resolved,Query,,26/11/2019 14:59
Case41791,Unit4758,1999,Resolved,Query,,26/11/2019 15:05
Case41792,Unit5322,2018,Resolved,Query,,26/11/2019 15:05
Case41793,Unit630,1890,Resolved,Query,,26/11/2019 15:16
Case41794,Unit6032,1991,Resolved,Query,,26/11/2019 15:32
Case41795,Unit7803,1996,Resolved,Query,,26/11/2019 15:35
Case41796,Unit1084,2015,Resolved,Home Ownership,Resales,26/11/2019 15:50
Case41797,Unit1531,2008,Resolved,Complaints,,26/11/2019 15:54
Case41798,Unit7305,1988,Resolved,Tenancy Change,,26/11/2019 16:18
Case41799,Unit2875,,Resolved,Income,Refund Enquiry,26/11/2019 16:21
Case41800,Unit6436,2008,Resolved,Query,,26/11/2019 16:35
Case41801,Unit3326,2005,Resolved,Query,,26/11/2019 16:42
Case41802,Unit6076,,Resolved,Direct Maintenance,Follow on,26/11/2019 16:42
Case41803,Unit9325,1910,Resolved,Query,,26/11/2019 16:50
Case41804,Unit5143,2013,Resolved,Query,,26/11/2019 16:50
Case41805,Unit3312,1987,Resolved,Query,,26/11/2019 16:57
Case41806,Unit7949,1890,Resolved,Query,,26/11/2019 17:05
Case41807,Unit8348,1880,Resolved,Query,,26/11/2019 17:15
Case41808,Unit3079,1920,Resolved,Direct Maintenance,Follow on,26/11/2019 17:43
Case41809,Unit4552,1964,Resolved,Query,,26/11/2019 17:51
Case41810,Unit3769,1970,Resolved,Query,,26/11/2019 18:27
Case41811,Unit8245,1869,Resolved,No Access,Gas,27/11/2019 07:00
Case41812,Unit5941,2011,Resolved,No Access,Gas,27/11/2019 07:00
Case41813,Unit4759,2002,Resolved,Query,,27/11/2019 08:11
Case41814,Unit1490,2015,Resolved,Query,,27/11/2019 08:17
Case41815,Unit4834,1947,Resolved,Complaints,,27/11/2019 09:07
Case41816,Unit8800,1970,Resolved,Direct Maintenance,Complex Repairs,27/11/2019 09:10
Case41817,Unit806,1920,Resolved,Complaints,,27/11/2019 09:29
Case41818,Unit2922,2013,Resolved,Service Charges,Invoice/Breakdown Request,27/11/2019 09:34
Case41819,Unit1316,1986,Resolved,Income,Refund Enquiry,27/11/2019 09:43
Case41820,Unit6361,2017,Resolved,Service Charges,Calculation/Apportionment Query,27/11/2019 09:49
Case41821,Unit8304,2006,Resolved,Query,,27/11/2019 09:52
Case41822,Unit3262,1910,Resolved,Query,,27/11/2019 09:56
Case41823,Unit8304,2006,Resolved,Query,,27/11/2019 09:58
Case41824,Unit2112,1979,Resolved,Direct Maintenance,Follow on,27/11/2019 09:59
Case41825,Unit267,2003,Resolved,Query,,27/11/2019 10:05
Case41826,Unit4038,2014,Resolved,Query,,27/11/2019 10:07
Case41827,Unit4379,1910,Resolved,Query,,27/11/2019 10:08
Case41828,Unit2243,2015,Resolved,Income,Refund Enquiry,27/11/2019 10:20
Case41829,Unit626,1992,Resolved,Query,,27/11/2019 10:21
Case41830,Unit5756,1977,Resolved,Direct Maintenance,Further Information Required,27/11/2019 10:23
Case41831,Unit3974,2016,Resolved,Home Ownership,Landlord Enquiry,27/11/2019 10:31
Case41832,Unit66,2014,Resolved,Rehousing,Permanent,27/11/2019 10:32
Case41833,Unit6198,2019,Resolved,Query,,27/11/2019 10:51
Case41834,Unit3079,1920,Resolved,Complaints,,27/11/2019 10:53
Case41835,Unit7927,1955,Resolved,Tenancy Change,,27/11/2019 10:54
Case41836,Unit1524,2015,Resolved,Query,,27/11/2019 10:59
Case41837,Unit2981,1899,Active,Query,,27/11/2019 11:02
Case41838,Unit8578,2010,Resolved,Query,,27/11/2019 11:04
Case41839,Unit8437,1990,Resolved,Query,,27/11/2019 11:06
Case41840,Unit1742,1996,Resolved,Query,,27/11/2019 11:06
Case41841,Unit3386,1910,Resolved,Query,,27/11/2019 11:12
Case41842,Unit9511,2014,Resolved,Query,,27/11/2019 11:14
Case41843,Unit5803,1999,Resolved,Disrepair,Counter Claim,27/11/2019 11:14
Case41844,Unit2981,1899,Active,Home Ownership,Major Works,27/11/2019 11:17
Case41845,Unit7795,2002,Resolved,Complaints,,27/11/2019 11:18
Case41846,Unit3934,1880,Resolved,Query,,27/11/2019 11:35
Case41847,Unit883,2004,Resolved,Direct Maintenance,Damp & Mould,27/11/2019 11:37
